,timestamp,topic,x,dx,y,dy,z,dz,roll,pitch,yaw,p,q,r
,1772303293.779926,/drone1/odom,0,0,0,0,0.994502,-0.3234,0,0,0,0,0,0
,1772303293.814435,/drone1/odom,0,0,0,0,0.977676,-0.6566,0,0,0,0,0,0
,1772303293.847732,/drone1/odom,0,0,0,0,0.94952,-0.9898,0,0,0,0,0,0
,1772303293.879350,/drone1/odom,0,0,0,0,0.910036,-1.323,0,0,0,0,0,0
,1772303293.914531,/drone1/odom,0,0,0,0,0.859223,-1.6562,0,0,0,0,0,0
,1772303293.946285,/drone1/odom,0,0,0,0,0.797081,-1.9894,0,0,0,0,0,0
,1772303293.980452,/drone1/odom,0,0,0,0,0.723611,-2.3226,0,0,0,0,0,0
,1772303294.011700,/drone1/odom,0,0,0,0,0.638811,-2.6558,0,0,0,0,0,0
,1772303294.045888,/drone1/odom,0,0,0,0,0.542683,-2.989,0,0,0,0,0,0
,1772303294.078985,/drone1/odom,0,0,0,0,0.435226,-3.3222,0,0,0,0,0,0
,1772303294.112567,/drone1/odom,0,0,0,0,0.31644,-3.6554,0,0,0,0,0,0
,1772303294.146089,/drone1/odom,0,0,0,0,0.186326,-3.9886,0,0,0,0,0,0
,1772303294.179775,/drone1/odom,0,0,0,0,0.0448822,-4.3218,0,0,0,0,0,0
,1772303294.213561,/drone1/odom,7.79787e-15,5.39645e-13,1.1858e-14,2.00453e-14,0.025,4.89869e-12,-1.91076e-14,1.04527e-14,-1.30965e-14,-3.60553e-16,2.05407e-11,1.1087e-13
,1772303294.247432,/drone1/odom,7.79787e-15,5.39644e-13,1.25392e-14,2.00442e-14,0.025,4.89869e-12,-1.91075e-14,1.04527e-14,-1.30966e-14,-3.1746e-16,2.05407e-11,1.1087e-13
,1772303294.281579,/drone1/odom,7.79787e-15,5.39645e-13,1.32205e-14,2.00444e-14,0.025,4.89869e-12,-1.91075e-14,1.04527e-14,-1.30967e-14,-3.24839e-16,2.05407e-11,1.1087e-13
,1772303294.315361,/drone1/odom,7.79786e-15,5.39645e-13,1.39017e-14,2.00445e-14,0.025,4.89869e-12,-1.91075e-14,1.04527e-14,-1.30967e-14,-3.29435e-16,2.05407e-11,1.1087e-13
,1772303294.349221,/drone1/odom,7.79786e-15,5.39645e-13,1.45829e-14,2.0045e-14,0.025,4.89869e-12,-1.91075e-14,1.04527e-14,-1.30968e-14,-3.49162e-16,2.05407e-11,1.1087e-13
