,timestamp,topic,source,ux,uy,uz,uyaw
,1772304173.832534,/drone1/cmd_vel,manual,0,0,0,0
,1772304173.832570,/drone1/cmd_vel,controller,0,0,0,0
,1772304173.854716,/drone1/cmd_vel,manual,0,0,0,0.00753923
,1772304173.872616,/drone1/cmd_vel,manual,0,0,0,0.0150749
,1772304173.892749,/drone1/cmd_vel,manual,0,0,0,0.0226034
,1772304173.912705,/drone1/cmd_vel,manual,0,0,0,0.0301212
,1772304173.932635,/drone1/cmd_vel,manual,0,0,0,0.0376248
,1772304173.953562,/drone1/cmd_vel,manual,0,0,0,0.0451105
,1772304173.974712,/drone1/cmd_vel,manual,0,0,0,0.0525749
,1772304173.992728,/drone1/cmd_vel,manual,0,0,0,0.0600143
,1772304174.012662,/drone1/cmd_vel,manual,0,0,0,0.0674254
,1772304174.034667,/drone1/cmd_vel,manual,0,0,0,0.0748046
,1772304174.052965,/drone1/cmd_vel,manual,0,0,0,0.0821484
,1772304174.072685,/drone1/cmd_vel,manual,0,0,0,0.0894534
,1772304174.092752,/drone1/cmd_vel,manual,0,0,0,0.0967162
,1772304174.112663,/drone1/cmd_vel,manual,0,0,0,0.103933
,1772304174.134242,/drone1/cmd_vel,manual,0,0,0,0.111101
,1772304174.154403,/drone1/cmd_vel,manual,0,0,0,0.118217
,1772304174.172673,/drone1/cmd_vel,manual,0,0,0,0.125277
,1772304174.192697,/drone1/cmd_vel,manual,0,0,0,0.132277
,1772304174.212675,/drone1/cmd_vel,manual,0,0,0,0.139216
,1772304174.232872,/drone1/cmd_vel,manual,0,0,0,0.146089
,1772304174.252707,/drone1/cmd_vel,manual,0,0,0,0.152893
,1772304174.272663,/drone1/cmd_vel,manual,0,0,0,0.159625
,1772304174.292718,/drone1/cmd_vel,manual,0,0,0,0.166283
,1772304174.312707,/drone1/cmd_vel,manual,0,0,0,0.172862
,1772304174.333173,/drone1/cmd_vel,manual,0,0,0,0.17936
,1772304174.352753,/drone1/cmd_vel,manual,0,0,0,0.185775
