,timestamp,topic,source,ux,uy,uz,uyaw
,1772303888.528112,/drone1/cmd_vel,manual,0,0,0,0
,1772303888.528832,/drone1/cmd_vel,manual,0,0,0,0
,1772303888.550060,/drone1/cmd_vel,manual,0,0,0.00753923,0
,1772303888.568972,/drone1/cmd_vel,manual,0,0,0.0150749,0
,1772303888.588945,/drone1/cmd_vel,manual,0,0,0.0226034,0
,1772303888.608977,/drone1/cmd_vel,manual,0,0,0.0301212,0
,1772303888.628979,/drone1/cmd_vel,manual,0,0,0.0376248,0
,1772303888.649064,/drone1/cmd_vel,manual,0,0,0.0451105,0
,1772303888.668949,/drone1/cmd_vel,manual,0,0,0.0525749,0
,1772303888.688952,/drone1/cmd_vel,manual,0,0,0.0600143,0
,1772303888.708890,/drone1/cmd_vel,manual,0,0,0.0674254,0
,1772303888.730256,/drone1/cmd_vel,manual,0,0,0.0748046,0
,1772303888.749012,/drone1/cmd_vel,manual,0,0,0.0821484,0
,1772303888.768975,/drone1/cmd_vel,manual,0,0,0.0894534,0
,1772303888.788959,/drone1/cmd_vel,manual,0,0,0.0967162,0
,1772303888.808964,/drone1/cmd_vel,manual,0,0,0.103933,0
,1772303888.829001,/drone1/cmd_vel,manual,0,0,0.111101,0
,1772303888.850799,/drone1/cmd_vel,manual,0,0,0.118217,0
,1772303888.868930,/drone1/cmd_vel,manual,0,0,0.125277,0
,1772303888.888923,/drone1/cmd_vel,manual,0,0,0.132277,0
,1772303888.908961,/drone1/cmd_vel,manual,0,0,0.139216,0
,1772303888.931102,/drone1/cmd_vel,manual,0,0,0.146089,0
,1772303888.949890,/drone1/cmd_vel,manual,0,0,0.152893,0
,1772303888.968995,/drone1/cmd_vel,manual,0,0,0.159625,0
,1772303888.988945,/drone1/cmd_vel,manual,0,0,0.166283,0
,1772303889.008998,/drone1/cmd_vel,manual,0,0,0.172862,0
,1772303889.028959,/drone1/cmd_vel,manual,0,0,0.17936,0
,1772303889.048963,/drone1/cmd_vel,manual,0,0,0.185775,0
,1772303889.069047,/drone1/cmd_vel,manual,0,0,0.192102,0
,1772303889.089083,/drone1/cmd_vel,manual,0,0,0.19834,0
,1772303889.108979,/drone1/cmd_vel,manual,0,0,0.204485,0
,1772303889.128933,/drone1/cmd_vel,manual,0,0,0.210534,0
,1772303889.150906,/drone1/cmd_vel,manual,0,0,0.216486,0
,1772303889.168929,/drone1/cmd_vel,manual,0,0,0.222337,0
,1772303889.191848,/drone1/cmd_vel,manual,0,0,0.228084,0
,1772303889.218047,/drone1/cmd_vel,manual,0,0,0.233725,0
,1772303889.228971,/drone1/cmd_vel,manual,0,0,0.239259,0
,1772303889.249010,/drone1/cmd_vel,manual,0,0,0.244681,0
,1772303889.268981,/drone1/cmd_vel,manual,0,0,0.24999,0
,1772303889.288997,/drone1/cmd_vel,manual,0,0,0.255184,0
,1772303889.308991,/drone1/cmd_vel,manual,0,0,0.26026,0
,1772303889.328939,/drone1/cmd_vel,manual,0,0,0.265216,0
,1772303889.348964,/drone1/cmd_vel,manual,0,0,0.270051,0
,1772303889.369029,/drone1/cmd_vel,manual,0,0,0.274761,0
,1772303889.389109,/drone1/cmd_vel,manual,0,0,0.279346,0
,1772303889.409006,/drone1/cmd_vel,manual,0,0,0.283803,0
,1772303889.429041,/drone1/cmd_vel,manual,0,0,0.288131,0
,1772303889.448990,/drone1/cmd_vel,manual,0,0,0.292327,0
,1772303889.468969,/drone1/cmd_vel,manual,0,0,0.296391,0
,1772303889.488954,/drone1/cmd_vel,manual,0,0,0.30032,0
,1772303889.509000,/drone1/cmd_vel,manual,0,0,0.304113,0
,1772303889.533226,/drone1/cmd_vel,manual,0,0,0.307768,0
,1772303889.549060,/drone1/cmd_vel,manual,0,0,0.311285,0
,1772303889.568943,/drone1/cmd_vel,manual,0,0,0.314662,0
,1772303889.588986,/drone1/cmd_vel,manual,0,0,0.317898,0
,1772303889.609019,/drone1/cmd_vel,manual,0,0,0.320992,0
,1772303889.628930,/drone1/cmd_vel,manual,0,0,0.323942,0
,1772303889.649065,/drone1/cmd_vel,manual,0,0,0.326748,0
,1772303889.668938,/drone1/cmd_vel,manual,0,0,0.329409,0
,1772303889.694731,/drone1/cmd_vel,manual,0,0,0.331925,0
,1772303889.710258,/drone1/cmd_vel,manual,0,0,0.334293,0
,1772303889.728980,/drone1/cmd_vel,manual,0,0,0.336515,0
,1772303889.748973,/drone1/cmd_vel,manual,0,0,0.338589,0
,1772303889.768947,/drone1/cmd_vel,manual,0,0,0.340514,0
,1772303889.788984,/drone1/cmd_vel,manual,0,0,0.342291,0
,1772303889.810585,/drone1/cmd_vel,manual,0,0,0.34392,0
,1772303889.829004,/drone1/cmd_vel,manual,0,0,0.345399,0
,1772303889.852878,/drone1/cmd_vel,manual,0,0,0.346729,0
,1772303889.868925,/drone1/cmd_vel,manual,0,0,0.34791,0
,1772303889.889118,/drone1/cmd_vel,manual,0,0,0.348943,0
,1772303889.909144,/drone1/cmd_vel,manual,0,0,0.349826,0
,1772303889.929034,/drone1/cmd_vel,manual,0,0,0.35056,0
,1772303889.949360,/drone1/cmd_vel,manual,0,0,0.351146,0
,1772303889.968943,/drone1/cmd_vel,manual,0,0,0.351584,0
,1772303889.988995,/drone1/cmd_vel,manual,0,0,0.351874,0
,1772303890.009836,/drone1/cmd_vel,manual,0,0,0.352018,0
,1772303890.028893,/drone1/cmd_vel,manual,0,0,0.352015,0
,1772303890.049168,/drone1/cmd_vel,manual,0,0,0.351866,0
,1772303890.071090,/drone1/cmd_vel,manual,0,0,0.351572,0
,1772303890.096283,/drone1/cmd_vel,manual,0,0,0.351135,0
,1772303890.112414,/drone1/cmd_vel,manual,0,0,0.350554,0
,1772303890.134853,/drone1/cmd_vel,manual,0,0,0.349831,0
,1772303890.149121,/drone1/cmd_vel,manual,0,0,0.348967,0
,1772303890.169019,/drone1/cmd_vel,manual,0,0,0.347964,0
,1772303890.189142,/drone1/cmd_vel,manual,0,0,0.346821,0
,1772303890.209066,/drone1/cmd_vel,manual,0,0,0.345542,0
,1772303890.228958,/drone1/cmd_vel,manual,0,0,0.344127,0
,1772303890.249778,/drone1/cmd_vel,manual,0,0,0.342577,0
,1772303890.269114,/drone1/cmd_vel,manual,0,0,0.340895,0
,1772303890.288979,/drone1/cmd_vel,manual,0,0,0.339082,0
,1772303890.308967,/drone1/cmd_vel,manual,0,0,0.337139,0
,1772303890.328966,/drone1/cmd_vel,manual,0,0,0.335068,0
,1772303890.349271,/drone1/cmd_vel,manual,0,0,0.332871,0
,1772303890.369177,/drone1/cmd_vel,manual,0,0,0.330551,0
,1772303890.388937,/drone1/cmd_vel,manual,0,0,0.328108,0
,1772303890.409000,/drone1/cmd_vel,manual,0,0,0.325545,0
,1772303890.428965,/drone1/cmd_vel,manual,0,0,0.322865,0
,1772303890.449371,/drone1/cmd_vel,manual,0,0,0.320068,0
,1772303890.469098,/drone1/cmd_vel,manual,0,0,0.317158,0
,1772303890.488928,/drone1/cmd_vel,manual,0,0,0.314136,0
,1772303890.508998,/drone1/cmd_vel,manual,0,0,0.311006,0
,1772303890.529091,/drone1/cmd_vel,manual,0,0,0.307768,0
,1772303890.549059,/drone1/cmd_vel,manual,0,0,0.304427,0
,1772303890.568997,/drone1/cmd_vel,manual,0,0,0.300983,0
,1772303890.588962,/drone1/cmd_vel,manual,0,0,0.29744,0
,1772303890.608996,/drone1/cmd_vel,manual,0,0,0.293801,0
,1772303890.629199,/drone1/cmd_vel,manual,0,0,0.290067,0
