t,x,y,z,yaw,vx,vy,vz,wyaw,x_ref,y_ref,z_ref,yaw_ref,u_x,u_y,u_z,u_yaw,v_x_raw,v_y_raw,v_z_raw,v_yaw_raw,v_x,v_y,v_z,v_yaw
27.52,-6.626620941304444e-19,2.0035711116938725e-19,6.708709160567908e-20,0.17454803297031504,1.512993405528816e-19,-4.6233737161312374e-20,-1.7034459839638083e-20,-3.6427328319756147e-06,0.0,0.0,0.0,0.17453292519943295,2.335352589155167e-19,-5.2839689534963387e-20,-2.132305204785555e-20,-7.664100705914771e-06,1.3606711891061795e-20,-5.8665715850860806e-21,-3.2765535994425927e-21,-1.2506137388485674e-06,1.3606711891061795e-20,-5.8665715850860806e-21,-3.2765535994425927e-21,-1.2506137388485674e-06
27.54,-6.596499791873265e-19,1.9943671905318558e-19,6.674819561066942e-20,0.17454796046529514,1.5060574715588893e-19,-4.6019605810082795e-20,-1.6944799750483192e-20,-3.6252509951921397e-06,0.0,0.0,0.0,0.17453292519943295,2.3246487487637573e-19,-5.2593293759514116e-20,-2.1211489074557168e-20,-7.627319645125737e-06,1.3544392445167947e-20,-5.839419039608138e-21,-3.2594105534609508e-21,-1.2446118735655746e-06,1.3544392445167947e-20,-5.839419039608138e-21,-3.2594105534609508e-21,-1.2446118735655746e-06
27.560000000000002,-6.566516720459012e-19,1.98520589591546e-19,6.641108313783653e-20,0.17454788830823412,1.4991535707126968e-19,-4.580647308197918e-20,-1.6855623641644347e-20,-3.607853050439635e-06,0.0,0.0,0.0,0.17453292519943295,2.313994339563473e-19,-5.2348054492982596e-20,-2.1100539166597035e-20,-7.590715094095416e-06,1.3482360592178283e-20,-5.812393058819821e-21,-3.242361712635129e-21,-1.238638810817642e-06,1.3482360592178283e-20,-5.812393058819821e-21,-3.242361712635129e-21,-1.238638810817642e-06
27.580000000000002,-6.536671089376965e-19,1.976087029056866e-19,6.607574455591649e-20,0.1745478164974622,1.4922815541023471e-19,-4.5594334292969425e-20,-1.6766929096001827e-20,-3.590538595215279e-06,0.0,0.0,0.0,0.17453292519943295,2.3033891317912825e-19,-5.2103966278676e-20,-2.0990198961973234e-20,-7.554286205934192e-06,1.3420614996225249e-20,-5.785493049283984e-21,-3.2254065603514905e-21,-1.232694412410893e-06,1.3420614996225249e-20,-5.785493049283984e-21,-3.2254065603514905e-21,-1.232694412410893e-06
27.6,-6.5069622639062535e-19,1.9670103921006467e-19,6.574217028185441e-20,0.17454774503131762,1.485441273535595e-19,-4.5383184781097056e-20,-1.6678713703104034e-20,-3.573307228947059e-06,0.0,0.0,0.0,0.17453292519943295,2.292832896756276e-19,-5.186102368569944e-20,-2.0880465113614643e-20,-7.518032137755508e-06,1.3359154327670802e-20,-5.7587184203543716e-21,-3.2085445822907002e-21,-1.2267785408046622e-06,1.3359154327670802e-20,-5.7587184203543716e-21,-3.2085445822907002e-21,-1.2267785408046622e-06
27.62,-6.477389612276003e-19,1.9579757881193716e-19,6.54103507806694e-20,0.17454767390814657,1.4786325815125426e-19,-4.517301990637582e-20,-1.6590975059250903e-20,-3.556158552983439e-06,0.0,0.0,0.0,0.17453292519943295,2.2823254068379596e-19,-5.1619221308945837e-20,-2.077133428921976e-20,-7.481952050781918e-06,1.3297977263096142e-20,-5.7320685841730804e-21,-3.1917752664029608e-21,-1.2208910591288016e-06,1.3297977263096142e-20,-5.7320685841730804e-21,-3.1917752664029608e-21,-1.2208910591288016e-06
27.64,-6.447952505651554e-19,1.9489830211092343e-19,6.508027656531796e-20,0.17454760312630316,1.471855331222431e-19,-4.4963835050686657e-20,-1.6503710767572098e-20,-3.539092170585375e-06,0.0,0.0,0.0,0.17453292519943295,2.27186643547516e-19,-5.137855376876534e-20,-2.066280317157556e-20,-7.446045110089136e-06,1.3237082485237941e-20,-5.70554295563772e-21,-3.175098102957009e-21,-1.2150318311419148e-06,1.3237082485237941e-20,-5.70554295563772e-21,-3.175098102957009e-21,-1.2150318311419148e-06
27.66,-6.418650318120748e-19,1.9400318959857e-19,6.475193819655578e-20,0.1745475326841494,1.4651093765403124e-19,-4.4755625617671755e-20,-1.6416918438108773e-20,-3.522107686914068e-06,0.0,0.0,0.0,0.17453292519943295,2.261455757169218e-19,-5.1139015711123935e-20,-2.0554868458143093e-20,-7.410310484893145e-06,1.317646868300603e-20,-5.6791409524148046e-21,-3.1585125844764346e-21,-1.2092007212782069e-06,1.317646868300603e-20,-5.6791409524148046e-21,-3.1585125844764346e-21,-1.2092007212782069e-06
27.68,-6.389482426680269e-19,1.9311222185791732e-19,6.442532628279807e-20,0.17454746258005524,1.4583945720239197e-19,-4.45483870326337e-20,-1.6330595687885596e-20,-3.505204709024403e-06,0.0,0.0,0.0,0.17453292519943295,2.2510931474769895e-19,-5.090060180741624e-20,-2.0447526861167208e-20,-7.374747348470375e-06,1.3116134551442942e-20,-5.652861994920355e-21,-3.142018205756545e-21,-1.203397594634459e-06,1.3116134551442942e-20,-5.652861994920355e-21,-3.142018205756545e-21,-1.203397594634459e-06
27.7,-6.36044821122206e-19,1.9222537956306863e-19,6.410043147997841e-20,0.1745473928123983,1.4517107729105028e-19,-4.434211474243401e-20,-1.6244740140982753e-20,-3.4883828458572357e-06,0.0,0.0,0.0,0.17453292519943295,2.2407783829975645e-19,-5.0663306754052093e-20,-2.0340775108107646e-20,-7.339354877810486e-06,1.3056078791647719e-20,-5.626705506279476e-21,-3.1256144639306044e-21,-1.1976223169133699e-06,1.3056078791647719e-20,-5.626705506279476e-21,-3.1256144639306044e-21,-1.1976223169133699e-06
