t,x,y,z,yaw,vx,vy,vz,wyaw,x_ref,y_ref,z_ref,yaw_ref,u_x,u_y,u_z,u_yaw,v_x_raw,v_y_raw,v_z_raw,v_yaw_raw,v_x,v_y,v_z,v_yaw
6.36,7.452547757886452e-22,-1.26897203143675e-20,-7.163137550532293e-20,0.17485649506372086,1.95800697317383e-20,1.0658519208494563e-20,-3.350408784789656e-20,0.00026646491160683966,0.0,0.0,0.0,0.17453292519943295,-1.8710979106710986e-21,2.773857663126106e-21,-4.197234130843635e-21,0.00020154642524647772,-1.111301290282935e-21,-2.4847356654792946e-21,-6.1388315622335126e-21,-9.910028615309762e-05,-1.111301290282935e-21,-2.4847356654792946e-21,-6.1388315622335126e-21,-9.910028615309762e-05
6.38,1.1322967771214654e-21,-1.2478614202748266e-20,-7.228871113230058e-20,0.1748616878787579,1.9352100066641008e-20,1.0555305580961693e-20,-3.2866781348882455e-20,0.00025964075185059697,0.0,0.0,0.0,0.17453292519943295,-1.8777417014306464e-21,2.7556027841044618e-21,-3.982316469750531e-21,0.00019561020678982022,-1.1192294336352435e-21,-2.471069842273391e-21,-5.8244951968865155e-21,-9.618145022235546e-05,-1.1192294336352435e-21,-2.471069842273391e-21,-5.8244951968865155e-21,-9.618145022235546e-05
6.4,1.5148219539952728e-21,-1.2269547483645213e-20,-7.293348905147673e-20,0.1748667473960832,1.9126258843690372e-20,1.0453335955152703e-20,-3.22388959588077e-20,0.0002529758662655005,0.0,0.0,0.0,0.17453292519943295,-1.8839509776504647e-21,2.737464474893384e-21,-3.771409262246242e-21,0.00018980723644256795,-1.1267918375540681e-21,-2.457435809928127e-21,-5.516024479797967e-21,-9.33281323267522e-05,-1.1267918375540681e-21,-2.457435809928127e-21,-5.516024479797967e-21,-9.33281323267522e-05
6.42,1.892872637477039e-21,-1.2062495593865577e-20,-7.356589523299854e-20,0.17487167672471116,1.890253417408831e-20,1.0352594488981782e-20,-3.162030907609047e-20,0.0002464664313977772,0.0,0.0,0.0,0.17453292519943295,-1.8897418171299707e-21,2.719435778626823e-21,-3.564434354038385e-21,0.00018413464446185722,-1.134002414730527e-21,-2.4438302687785246e-21,-5.213305103301954e-21,-9.053892141501947e-05,-1.134002414730527e-21,-2.4438302687785246e-21,-5.213305103301954e-21,-9.053892141501947e-05
6.44,2.266490916391774e-21,-1.1857434285817692e-20,-7.418611321650532e-20,0.17487647889915428,1.8680913945736758e-20,1.0253065402394255e-20,-3.101089917533911e-20,0.00024010872215637092,0.0,0.0,0.0,0.17453292519943295,-1.89512971557046e-21,2.7015102980573545e-21,-3.3613154756914085e-21,0.0001785896180626701,-1.1408745303414537e-21,-2.4302502853117358e-21,-4.916225516504811e-21,-8.781243444203593e-05,-1.1408745303414537e-21,-2.4302502853117358e-21,-4.916225516504811e-21,-8.781243444203593e-05
6.46,2.635718633139225e-21,-1.1654339626050899e-20,-7.479432413294296e-20,0.17488115688133318,1.8461385837372546e-20,1.015473298833963e-20,-3.0410545821881857e-20,0.00023389910894505743,0.0,0.0,0.0,0.17453292519943295,-1.900129607871533e-21,2.6836821608553552e-21,-3.1619781795750586e-21,0.00017316940056182127,-1.1474210240959966e-21,-2.416693267363185e-21,-4.624676833066612e-21,-8.514731594792592e-05,-1.1474210240959966e-21,-2.416693267363185e-21,-4.624676833066612e-21,-8.514731594792592e-05
6.48,3.000597379782166e-21,-1.145318799359296e-20,-7.539070672663741e-20,0.17488571356243107,1.8243937332147047e-20,1.0057581622896915e-20,-2.981912968472274e-20,0.0002278340548942698,0.0,0.0,0.0,0.17453292519943295,-1.90475588864765e-21,2.6659459868212967e-21,-2.966349779606609e-21,0.00016787129051743822,-1.153654231384546e-21,-2.403156940736452e-21,-4.33855274306876e-21,-8.254223763494236e-05,-1.153654231384546e-21,-2.403156940736452e-21,-4.33855274306876e-21,-8.254223763494236e-05
6.5,3.3611684943955755e-21,-1.1253956078100935e-20,-7.597543737759768e-20,0.17489015176469483,1.8028555730670473e-20,9.961595774601233e-21,-2.9236532548013394e-20,0.0002219101131884815,0.0,0.0,0.0,0.17453292519943295,-1.9090224319940854e-21,2.648296856908854e-21,-2.7743592936362444e-21,0.00016269264086594113,-1.1595860035679342e-21,-2.389639327168986e-21,-4.0577494287474475e-21,-7.999589794312007e-05,-1.1595860035679342e-21,-2.389639327168986e-21,-4.0577494287474475e-21,-7.999589794312007e-05
6.5200000000000005,3.7174730576663745e-21,-1.1056620877840573e-20,-7.654869012402019e-20,0.17489447424318452,1.781522816353997e-20,9.866760013018102e-21,-2.866263732112567e-20,0.00021612392448520465,0.0,0.0,0.0,0.17453292519943295,-1.912942610528552e-21,2.6307302839650485e-21,-2.5859373883468296e-21,0.00015763085805732134,-1.1652277274412214e-21,-2.3761387235721096e-21,-3.782165483904623e-21,-7.75070216250926e-05,-1.1652277274412214e-21,-2.3761387235721096e-21,-3.782165483904623e-21,-7.75070216250926e-05
6.54,4.0695518897337745e-21,-1.0861159697508387e-20,-7.71106366849683e-20,0.17489868368747297,1.760394160336999e-20,9.77305901660932e-21,-2.809732804740538e-20,0.00021047221442183707,0.0,0.0,0.0,0.17453292519943295,-1.916529313735561e-21,2.6132421850954536e-21,-2.4010163265342272e-21,0.00015268340119047735,-1.1705903439067991e-21,-2.3626536824753914e-21,-3.511701836800723e-21,-7.507435932093736e-05,-1.1705903439067991e-21,-2.3626536824753914e-21,-3.511701836800723e-21,-7.507435932093736e-05
