t,x_meas,x_model,y_meas,y_model,z_meas,z_model,yaw_meas,yaw_model,vx_meas,vx_model,vy_meas,vy_model,vz_meas,vz_model,wyaw_meas,wyaw_model,ux,uy,uz,uyaw
0.0,-0.721054,-0.721054,-0.238122,-0.238122,1.27517,1.27517,-0.015906,-0.015906000000000198,-0.000167897,-0.000167897,-0.0018304,-0.0018304,-0.00559403,-0.00559403,-0.00113565,-0.00113565,0.0,0.0,0.0,0.0
0.010186910629272461,-0.721022,-0.7210556973686432,-0.23813,-0.23814053671090474,1.27509,1.2751136389559048,-0.0157268,-0.015917328719963653,6.2621e-05,-0.0001666225124548816,-0.0017559,-0.0018196597162125122,-0.00577335,-0.005532692505724615,0.000176217,-0.001112085928280422,0.0,0.0,0.0,0.0
0.020226001739501953,-0.720982,-0.7210573570294495,-0.238125,-0.2381586988566903,1.27501,1.275058695935278,-0.0155194,-0.01592826476003628,0.000333551,-0.00016531982707457726,-0.00160632,-0.0018091424399017287,-0.00594127,-0.005472907858241416,0.00159152,-0.0010893456342520131,0.0,0.0,0.0,0.0
0.030215978622436523,-0.720953,-0.7210589966060076,-0.23811,-0.23817666811692995,1.27494,1.2750046096155219,-0.0153626,-0.015938925856758157,0.000507342,-0.0001641221573643289,-0.00138599,-0.001798728911008798,-0.00601852,-0.005414058549893401,0.00256123,-0.0010671793185133142,0.0,0.0,0.0,0.0
0.0400238037109375,-0.720926,-0.7210605954864544,-0.238091,-0.23819420998117166,1.27487,1.2749520700427137,-0.0152458,-0.01594918346864338,0.00066204,-0.00016302089732990276,-0.00115986,-0.0017885580221335665,-0.00611318,-0.00535690352694271,0.00318898,-0.0010458599936762011,0.0,0.0,0.0,0.0
0.05026388168334961,-0.720888,-0.7210622546562067,-0.238074,-0.23821241669018478,1.27478,1.274897819548155,-0.0152073,-0.01595966977697616,0.000875479,-0.0001620270623656091,-0.000966623,-0.0017779853886052703,-0.00625955,-0.005297859518721817,0.00323481,-0.0010240457505693618,0.0,0.0,0.0,0.0
0.060272932052612305,-0.720866,-0.7210638677739999,-0.238057,-0.2382301097171813,1.2747,1.274845364280004,-0.0152287,-0.01596971053993146,0.000969357,-0.00016116591821441336,-0.000783022,-0.0017677028632871214,-0.00640312,-0.005240783712321927,0.00286446,-0.001003168391096153,0.0,0.0,0.0,0.0
0.06999993324279785,-0.720858,-0.7210654295298354,-0.238042,-0.23824720732737178,1.27461,1.2747949208899092,-0.0153777,-0.015979275031908102,0.000952683,-0.00016055882023247487,-0.000627154,-0.001757747311446122,-0.00658142,-0.005185913840079716,0.00164192,-0.0009832929789538758,0.0,0.0,0.0,0.0
0.0800318717956543,-0.720874,-0.7210670363652675,-0.238018,-0.23826473829729222,1.27452,1.2747434578847474,-0.0156673,-0.015988937801245662,0.000778811,-0.0001601719770937088,-0.000418895,-0.0017475156798535602,-0.00674764,-0.005129916305877024,-0.000464395,-0.0009632006103861642,0.0,0.0,0.0,0.0
0.0901498794555664,-0.720932,-0.7210686576331252,-0.237985,-0.23828231544444922,1.27443,1.2746921186262963,-0.0162213,-0.015998482623206467,0.000328467,-0.0001602358796594804,-0.000163004,-0.0017372142567799323,-0.00690049,-0.005074048189796076,-0.0042461,-0.000943349944138549,0.0,0.0,0.0,0.0
0.10026884078979492,-0.720987,-0.7210702808892219,-0.23795,-0.23829979049126854,1.27432,1.2746413337520859,-0.016847,-0.016007831597853794,-7.3867e-05,-0.00016041726448857193,9.0056e-05,-0.0017269605290626223,-0.00718265,-0.005018783305229007,-0.00826023,-0.0009239065491411364,0.0,0.0,0.0,0.0
0.11014080047607422,-0.721034,-0.7210718672082329,-0.237929,-0.23831674070368966,1.27419,1.2745923149838707,-0.0175171,-0.01601676896656956,-0.00039127,-0.00016068937287809946,0.000228938,-0.0017170058387388058,-0.00756474,-0.004965454658746934,-0.0123042,-0.0009053287290259544,0.0,0.0,0.0,0.0
0.12014293670654297,-0.721065,-0.721073476259265,-0.237908,-0.23833381420293556,1.27406,1.2745431845214454,-0.0181458,-0.016025639705353978,-0.000581713,-0.00016087073751424057,0.000358784,-0.0017069852731938834,-0.00794849,-0.004911996926768232,-0.0157847,-0.0008868844194848275,0.0,0.0,0.0,0.0
