t,x_meas,x_model,y_meas,y_model,z_meas,z_model,yaw_meas,yaw_model,vx_meas,vx_model,vy_meas,vy_model,vz_meas,vz_model,wyaw_meas,wyaw_model,ux,uy,uz,uyaw
0.0,1.11531,1.11531,-0.76037,-0.76037,1.24502,1.24502,-1.62117,-1.62117,-0.007137,-0.007137,0.0137559,0.0137559,-0.0135898,-0.0135898,0.00275199,0.00275199,0.0,0.0,0.0,0.0
0.01001119613647461,1.11522,1.1152389555303592,-0.760295,-0.7602330508673857,1.2449,1.2448854158797527,-1.6211,-1.6211430110888505,-0.00725475,-0.007096501624011683,0.0133234,0.013679597397490098,-0.0134614,-0.013443360654684803,0.00301867,0.0026958727789977302,0.0,0.0,0.0,0.0
0.020249128341674805,1.11515,1.1151667071399733,-0.760206,-0.7600938030697054,1.24479,1.2447493003347443,-1.62091,-1.6211159864816298,-0.00727094,-0.007056931901659855,0.0130198,0.01360116426728533,-0.0132886,-0.013295218436719273,0.00412874,0.0026396548325492743,0.0,0.00753923,0.0,0.0
0.029987096786499023,1.11508,1.1150974730020131,-0.760131,-0.7599620337248173,1.2447,1.2446211889518195,-1.62073,-1.6210907914617745,-0.00722065,-0.007109710649871431,0.01264,0.013531502554638166,-0.0130202,-0.01315586342785502,0.00505944,0.002587297340107213,0.0,0.00753923,0.0,0.0
0.040235042572021484,1.11498,1.1150240609037911,-0.760018,-0.7598241038599917,1.24457,1.2444878555162484,-1.62064,-1.621064830435176,-0.00745134,-0.00716359158786615,0.0125478,0.013459269566055265,-0.0130086,-0.01301074755484384,0.00537528,0.0025332907825375626,0.0,0.0150749,0.0,0.0
0.050251007080078125,1.11488,1.1149508571091147,-0.759921,-0.7596899534411058,1.24446,1.2443589452341877,-1.62055,-1.6210399747318835,-0.00758636,-0.007308711469329819,0.0123564,0.013393659569973066,-0.0128833,-0.012870481116132246,0.00560289,0.002481608563250239,0.0,0.0150749,0.0,0.0
0.06029200553894043,1.1148,1.1148760368129986,-0.759817,-0.7595561143503022,1.24436,1.2442311094666196,-1.6206,-1.6210155665287607,-0.00761899,-0.007451479693247918,0.0122218,0.013329261163811114,-0.0126974,-0.012731380060632779,0.00488999,0.002430854184752413,0.0,0.0226034,0.0,0.0
0.07031798362731934,1.11471,1.1147990360778155,-0.759672,-0.7594230361621368,1.24423,1.2441048424167935,-1.62109,-1.620991692547256,-0.00776522,-0.007680122029426846,0.0123778,0.013273337223795688,-0.0126764,-0.012593988208726583,0.00118373,0.00238121221631652,0.0,0.0226034,0.0,0.0
0.07997918128967285,1.11462,1.1147227189106947,-0.759544,-0.759295316293498,1.24412,1.2439844346795366,-1.62155,-1.6209691398987813,-0.00782387,-0.00789934848533599,0.012404,0.01321987947069008,-0.0125459,-0.012463023888445819,-0.00205618,0.0023343532823624363,0.0,0.0301212,0.0,0.0
0.09022712707519531,1.11452,1.11463841621987,-0.759397,-0.7591603720646293,1.24402,1.2438581231073798,-1.62196,-1.620945716921177,-0.00798083,-0.008226301406076815,0.012565,0.013167929621505422,-0.0124299,-0.012325550388371192,-0.00477032,0.002285626611879876,0.0,0.0301212,0.0,0.0
0.10016918182373047,1.11443,1.1145534729947644,-0.75927,-0.759029965594447,1.24391,1.2437368931568231,-1.62219,-1.62092345326904,-0.00804185,-0.00854382994802672,0.0125713,0.013116651786844047,-0.0123061,-0.012193651475777232,-0.00604194,0.0022393411322003546,0.0,0.0376248,0.0,0.0
0.11040401458740234,1.11437,1.1144617138133142,-0.759153,-0.7588962199471622,1.24381,1.2436134680190885,-1.62226,-1.6209010117858935,-0.00793407,-0.008965381610919174,0.0125153,0.013067692494158312,-0.0121359,-0.012059321396308232,-0.00610173,0.0021926575318396632,0.0,0.0376248,0.0,0.0
