t,x_meas,x_model,y_meas,y_model,z_meas,z_model,yaw_meas,yaw_model,vx_meas,vx_model,vy_meas,vy_model,vz_meas,vz_model,wyaw_meas,wyaw_model,ux,uy,uz,uyaw
0.0,1.09882e-05,1.09882e-05,1.38883e-12,1.38883e-12,1.2308,1.2308,4.21558e-14,4.218847493575595e-14,-1.06872e-10,-1.06872e-10,-4.52445e-24,-4.52445e-24,8.15221e-09,8.15221e-09,2.18884e-18,2.18884e-18,0.0,0.0,0.0,0.0
0.026031970977783203,1.09882e-05,1.09881973642714e-05,1.38883e-12,1.3888299999998944e-12,1.2308,1.2308000002036872,4.21559e-14,4.218847493575595e-14,-1.07082e-10,-1.0124967492608473e-10,-4.53301e-24,-4.056076376381269e-24,8.15221e-09,7.824508360099402e-09,2.18884e-18,2.0783248800488684e-18,0.0,0.0,0.0,0.0
0.05835700035095215,1.09882e-05,1.0988194305176995e-05,1.38883e-12,1.3888299999997807e-12,1.2308,1.2308000004439896,4.2156e-14,4.218847493575595e-14,-1.07291e-10,-9.463547177773676e-11,-4.54157e-24,-3.519699311220575e-24,8.15221e-09,7.4339443763722925e-09,2.18883e-18,1.9480223056447756e-18,0.0,0.0,0.0,0.0
0.09393310546875,1.09882e-05,1.0988191180471426e-05,1.38883e-12,1.3888299999996745e-12,1.2308,1.2308000006939315,4.2156e-14,4.218847493575595e-14,-1.07501e-10,-8.783158128454209e-11,-4.55015e-24,-2.9869060464899233e-24,8.15221e-09,7.025555493117916e-09,2.18882e-18,1.813605690017572e-18,0.0,0.0,0.0,0.0
0.12107205390930176,1.09882e-05,1.0988188927546608e-05,1.38883e-12,1.3888299999996032e-12,1.2308,1.2308000008766073,4.21561e-14,4.218847493575595e-14,-1.07711e-10,-8.301444779288981e-11,-4.55873e-24,-2.624603083595712e-24,8.15221e-09,6.73113374347773e-09,2.18879e-18,1.718142373779781e-18,0.0,0.0,0.0,0.0
0.14840102195739746,1.09882e-05,1.0988186784145699e-05,1.38883e-12,1.3888299999995406e-12,1.2308,1.2308000010527993,4.21562e-14,4.218847493575595e-14,-1.07921e-10,-7.842963211860684e-11,-4.56732e-24,-2.2904279488256293e-24,8.15221e-09,6.4470753297609615e-09,2.18877e-18,1.6270707640449243e-18,0.0,0.0,0.0,0.0
0.17828702926635742,1.09882e-05,1.0988184581763784e-05,1.38883e-12,1.388829999999482e-12,1.2308,1.2308000012365847,4.21563e-14,4.218847493575595e-14,-1.08132e-10,-7.369274494855165e-11,-4.57592e-24,-1.9562766558093627e-24,8.15221e-09,6.149548011508967e-09,2.18873e-18,1.5327570231474296e-18,0.0,0.0,0.0,0.0
0.2188711166381836,1.09882e-05,1.0988181836301788e-05,1.38883e-12,1.3888299999994192e-12,1.2308,1.230800001470518,4.21563e-14,4.218847493575595e-14,-1.08342e-10,-6.764873066644404e-11,-4.58452e-24,-1.5455275836829762e-24,8.15221e-09,5.764162675538634e-09,2.18869e-18,1.412106355256882e-18,0.0,0.0,0.0,0.0
0.25769901275634766,1.09882e-05,1.0988179415750706e-05,1.38883e-12,1.3888299999993726e-12,1.2308,1.2308000016809093,4.21564e-14,4.218847493575595e-14,-1.08553e-10,-6.23405160309578e-11,-4.59314e-24,-1.2038739952970631e-24,8.15221e-09,5.418560639215873e-09,2.18865e-18,1.305762623084829e-18,0.0,0.0,0.0,0.0
0.2916710376739502,1.09882e-05,1.0988177443315072e-05,1.38883e-12,1.3888299999993405e-12,1.2308,1.2308000018553322,4.21565e-14,4.218847493575595e-14,-1.08764e-10,-5.806058480117874e-11,-4.60177e-24,-9.431100748167014e-25,8.15221e-09,5.1343099170939705e-09,2.18859e-18,1.2197254171387044e-18,0.0,0.0,0.0,0.0
0.3206651210784912,1.09882e-05,1.0988175858539833e-05,1.38883e-12,1.3888299999993189e-12,1.2308,1.2308000019975318,4.21566e-14,4.218847493575595e-14,-1.08975e-10,-5.465857348664409e-11,-4.6104e-24,-7.4597921855606625e-25,8.15221e-09,4.904437073269962e-09,2.18854e-18,1.1511336346251181e-18,0.0,0.0,0.0,0.0
0.3610880374908447,1.09882e-05,1.098817382957313e-05,1.38883e-12,1.3888299999992987e-12,1.2308,1.2308000021834087,4.21566e-14,4.218847493575595e-14,-1.09187e-10,-5.0193476460057565e-11,-4.61904e-24,-4.985120775891744e-25,8.15222e-09,4.598302051933296e-09,2.18847e-18,1.0608822198622429e-18,0.0,0.0,0.0,0.0
0.38770508766174316,1.09882e-05,1.0988172565434965e-05,1.38883e-12,1.3888299999992892e-12,1.2308,1.2308000023007715,4.21567e-14,4.218847493575595e-14,-1.09398e-10,-4.7493548579241414e-11,-4.62769e-24,-3.586276980443131e-25,8.15222e-09,4.409305611963903e-09,2.1884e-18,1.0061141134821249e-18,0.0,0.0,0.0,0.0
0.4215240478515625,1.09882e-05,1.0988171069026687e-05,1.38883e-12,1.3888299999992825e-12,1.2308,1.2308000024421022,4.21568e-14,4.218847493575595e-14,-1.0961e-10,-4.424761346227765e-11,-4.63635e-24,-1.9796551889266722e-25,8.15222e-09,4.179041287639244e-09,2.18832e-18,9.401195557054812e-19,0.0,0.0,0.0,0.0
0.4555060863494873,1.09882e-05,1.0988169668662951e-05,1.38883e-12,1.3888299999992805e-12,1.2308,1.2308000025766626,4.21568e-14,4.218847493575595e-14,-1.09822e-10,-4.120893853025759e-11,-4.64502e-24,-5.665009496839181e-26,8.15222e-09,3.959749537208853e-09,2.18824e-18,8.781564545228688e-19,0.0,0.0,0.0,0.0
0.494035005569458,1.09881e-05,1.0988168204553153e-05,1.38883e-12,1.3888299999992837e-12,1.2308,1.2308000027201504,4.21569e-14,4.218847493575595e-14,-1.10034e-10,-3.800028208832628e-11,-4.6537e-24,8.290408097734758e-26,8.15222e-09,3.724162848369071e-09,2.18815e-18,8.12532959616988e-19,0.0,0.0,0.0,0.0
