t,x_meas,x_model,y_meas,y_model,z_meas,z_model,yaw_meas,yaw_model,vx_meas,vx_model,vy_meas,vy_model,vz_meas,vz_model,wyaw_meas,wyaw_model,ux,uy,uz,uyaw
0.0,1.20472e-05,1.20472e-05,1.42641e-13,1.42641e-13,1.268,1.268,4.22373e-14,4.218847493575595e-14,-2.78906e-11,-2.78906e-11,-1.26714e-24,-1.26714e-24,8.15221e-09,8.15221e-09,1.11004e-18,1.11004e-18,0.0,0.0,0.0,0.0
0.04886198043823242,1.20472e-05,1.2047198771779027e-05,1.42641e-13,1.4264099999994972e-13,1.268,1.2680000003682783,4.22374e-14,4.218847493575595e-14,-2.79976e-11,-2.5136536898569938e-11,-1.27158e-24,-1.02919409640679e-24,8.15221e-09,7.537114388067076e-09,1.11186e-18,1.0048413114862737e-18,0.0,0.0,0.0,0.0
0.07876086235046387,1.20472e-05,1.2047198065635599e-05,1.42641e-13,1.4264099999992269e-13,1.268,1.2680000005832253,4.22374e-14,4.218847493575595e-14,-2.81048e-11,-2.3617720226024893e-11,-1.27604e-24,-9.04597212164952e-25,8.15221e-09,7.1891328052994096e-09,1.11368e-18,9.465702323555142e-19,0.0,0.0,0.0,0.0
0.10539889335632324,1.20472e-05,1.204719747037385e-05,1.42641e-13,1.4264099999990128e-13,1.268,1.2680000007668524,4.22375e-14,4.218847493575595e-14,-2.82122e-11,-2.2346311880761782e-11,-1.2805e-24,-8.035622715349449e-25,8.15221e-09,6.8934167997061695e-09,1.11549e-18,8.976649698775243e-19,0.0,0.0,0.0,0.0
0.1364738941192627,1.20472e-05,1.204719681957089e-05,1.42641e-13,1.4264099999987967e-13,1.268,1.2680000009707864,4.22375e-14,4.218847493575595e-14,-2.83197e-11,-2.0942974907012962e-11,-1.28497e-24,-6.952380210386961e-25,8.15221e-09,6.562634782765309e-09,1.11731e-18,8.43561383143643e-19,0.0,0.0,0.0,0.0
0.17179584503173828,1.20472e-05,1.2047196132628874e-05,1.42641e-13,1.4264099999985905e-13,1.268,1.268000001189948,4.22375e-14,4.218847493575595e-14,-2.84275e-11,-1.9448020254926695e-11,-1.28945e-24,-5.83856389839989e-25,8.15221e-09,6.204687455937501e-09,1.11912e-18,7.857701443132415e-19,0.0,0.0,0.0,0.0
0.2106020450592041,1.20472e-05,1.2047195437111602e-05,1.42641e-13,1.4264099999984062e-13,1.268,1.2680000014162998,4.22376e-14,4.218847493575595e-14,-2.85355e-11,-1.792283892606384e-11,-1.29394e-24,-4.749301288324284e-25,8.15221e-09,5.832880737825042e-09,1.12092e-18,7.266279719208661e-19,0.0,0.0,0.0,0.0
0.23945999145507812,1.20472e-05,1.2047194950058838e-05,1.42641e-13,1.4264099999982896e-13,1.268,1.2680000015771238,4.22376e-14,4.218847493575595e-14,-2.86437e-11,-1.6877596117787016e-11,-1.29843e-24,-4.038593779920359e-25,8.15221e-09,5.57295773009975e-09,1.12273e-18,6.859575979382583e-19,0.0,0.0,0.0,0.0
0.2724030017852783,1.20472e-05,1.2047194431075386e-05,1.42641e-13,1.4264099999981808e-13,1.268,1.2680000017513746,4.22376e-14,4.218847493575595e-14,-2.87521e-11,-1.5753977733485356e-11,-1.30294e-24,-3.3026625228258e-25,8.15221e-09,5.289462839374179e-09,1.12453e-18,6.421286360101157e-19,0.0,0.0,0.0,0.0
0.30311083793640137,1.20472e-05,1.2047193977326404e-05,1.42641e-13,1.4264099999980982e-13,1.268,1.2680000019061006,4.22377e-14,4.218847493575595e-14,-2.88608e-11,-1.4776325479393853e-11,-1.30745e-24,-2.6905075407607e-25,8.15221e-09,5.038645827342193e-09,1.12634e-18,6.038838809411339e-19,0.0,0.0,0.0,0.0
0.34173583984375,1.20472e-05,1.2047193451140879e-05,1.42641e-13,1.426409999998021e-13,1.268,1.2680000020891107,4.22377e-14,4.218847493575595e-14,-2.89696e-11,-1.3622925533721016e-11,-1.31197e-24,-1.9992025989258981e-25,8.15221e-09,4.738122249255556e-09,1.12814e-18,5.586438823564195e-19,0.0,0.0,0.0,0.0
0.37126803398132324,1.20472e-05,1.2047193072836805e-05,1.42641e-13,1.4264099999979755e-13,1.268,1.2680000022226567,4.22378e-14,4.218847493575595e-14,-2.90786e-11,-1.2809887127313619e-11,-1.3165e-24,-1.5398179158461553e-25,8.15221e-09,4.522050403747721e-09,1.12993e-18,5.266452517235995e-19,0.0,0.0,0.0,0.0
0.40587687492370605,1.20472e-05,1.204719266050879e-05,1.42641e-13,1.426409999997939e-13,1.268,1.2680000023707958,4.22378e-14,4.218847493575595e-14,-2.91878e-11,-1.1913950437471476e-11,-1.32104e-24,-1.0567120009878364e-25,8.15221e-09,4.2803826761243495e-09,1.13173e-18,4.912939134568672e-19,0.0,0.0,0.0,0.0
0.43880200386047363,1.20472e-05,1.2047192294341349e-05,1.42641e-13,1.4264099999979175e-13,1.268,1.2680000025045626,4.22378e-14,4.218847493575595e-14,-2.92972e-11,-1.1121215064599382e-11,-1.32558e-24,-6.535341479550525e-26,8.15221e-09,4.0627589275224925e-09,1.13352e-18,4.599199418276842e-19,0.0,0.0,0.0,0.0
0.4709289073944092,1.20472e-05,1.2047191960248312e-05,1.42641e-13,1.4264099999979076e-13,1.268,1.2680000026286111,4.22379e-14,4.218847493575595e-14,-2.94069e-11,-1.0399167059354259e-11,-1.33014e-24,-3.073137314693584e-26,8.15221e-09,3.861207384506071e-09,1.13531e-18,4.3126155494260054e-19,0.0,0.0,0.0,0.0
0.513746976852417,1.20472e-05,1.2047191553505937e-05,1.42641e-13,1.426409999997912e-13,1.268,1.2680000027830092,4.22379e-14,4.218847493575595e-14,-2.95167e-11,-9.499316064054423e-12,-1.3347e-24,9.861228669417243e-27,8.15221e-09,3.6059099707984887e-09,1.1371e-18,3.954462660901808e-19,0.0,0.0,0.0,0.0
0.549685001373291,1.20472e-05,1.2047191236913232e-05,1.42641e-13,1.4264099999979258e-13,1.268,1.268000002905407,4.22379e-14,4.218847493575595e-14,-2.96268e-11,-8.809407553206031e-12,-1.33927e-24,3.830536879499665e-26,8.15221e-09,3.4058015867504956e-09,1.13889e-18,3.678822616504195e-19,0.0,0.0,0.0,0.0
0.5777609348297119,1.20472e-05,1.20471910036142e-05,1.42641e-13,1.426409999997942e-13,1.268,1.2680000029968825,4.2238e-14,4.218847493575595e-14,-2.9737e-11,-8.309573465583277e-12,-1.34385e-24,5.730474976894458e-26,8.15221e-09,3.258146044562681e-09,1.14067e-18,3.47849368090232e-19,0.0,0.0,0.0,0.0
0.6069979667663574,1.20472e-05,1.2047190775021508e-05,1.42641e-13,1.426409999997964e-13,1.268,1.2680000030878404,4.2238e-14,4.218847493575595e-14,-2.98475e-11,-7.818601179817992e-12,-1.34844e-24,7.475135022342567e-26,8.15221e-09,3.1110503252563177e-09,1.14246e-18,3.281239992725796e-19,0.0,0.0,0.0,0.0
0.6429159641265869,1.20472e-05,1.2047190514577426e-05,1.42641e-13,1.4264099999979975e-13,1.268,1.2680000031933856,4.22381e-14,4.218847493575595e-14,-2.99581e-11,-7.2510746881310916e-12,-1.35303e-24,9.344845543225106e-26,8.15221e-09,2.9385001695963394e-09,1.14424e-18,3.052653406522913e-19,0.0,0.0,0.0,0.0
0.6799788475036621,1.20472e-05,1.2047190265960856e-05,1.42641e-13,1.4264099999980381e-13,1.268,1.2680000032960619,4.22381e-14,4.218847493575595e-14,-3.0069e-11,-6.707966256049941e-12,-1.35764e-24,1.0958491149450367e-25,8.15221e-09,2.7703252890228993e-09,1.14601e-18,2.833212629505619e-19,0.0,0.0,0.0,0.0
0.7108688354492188,1.20472e-05,1.2047190071687004e-05,1.42641e-13,1.4264099999980755e-13,1.268,1.2680000033775554,4.22381e-14,4.218847493575595e-14,-3.01801e-11,-6.289217459388096e-12,-1.36225e-24,1.2062264215251347e-25,8.15221e-09,2.6381821223192635e-09,1.14779e-18,2.6634674150614467e-19,0.0,0.0,0.0,0.0
0.7546539306640625,1.20472e-05,1.2047189820679576e-05,1.42641e-13,1.426409999998134e-13,1.268,1.2680000034852583,4.22382e-14,4.218847493575595e-14,-3.02913e-11,-5.73271399304386e-12,-1.36687e-24,1.3375370964413204e-25,8.15221e-09,2.4598098782034873e-09,1.14956e-18,2.4372769373603276e-19,0.0,0.0,0.0,0.0
0.782418966293335,1.20472e-05,1.2047189670441601e-05,1.42641e-13,1.426409999998173e-13,1.268,1.268000003550627,4.22382e-14,4.218847493575595e-14,-3.04028e-11,-5.411049240491487e-12,-1.3715e-24,1.4004534673354121e-25,8.15221e-09,2.3543478835428707e-09,1.15134e-18,2.3060255975165184e-19,0.0,0.0,0.0,0.0
0.8117599487304688,1.20472e-05,1.2047189521090135e-05,1.42641e-13,1.4264099999982156e-13,1.268,1.268000003616576,4.22383e-14,4.218847493575595e-14,-3.05145e-11,-5.090199936584772e-12,-1.37614e-24,1.455258594694758e-25,8.15221e-09,2.2476780808584277e-09,1.15311e-18,2.174793700575033e-19,0.0,0.0,0.0,0.0
0.8423659801483154,1.20472e-05,1.204718937493525e-05,1.42641e-13,1.4264099999982616e-13,1.268,1.2680000036821173,4.22383e-14,4.218847493575595e-14,-3.06264e-11,-4.775362168560222e-12,-1.38078e-24,1.5007498634830244e-25,8.15221e-09,2.141450489337917e-09,1.15487e-18,2.0456938565838622e-19,0.0,0.0,0.0,0.0
0.8753390312194824,1.20472e-05,1.2047189227969262e-05,1.42641e-13,1.4264099999983123e-13,1.268,1.2680000037491324,4.22383e-14,4.218847493575595e-14,-3.07385e-11,-4.457154666951813e-12,-1.38544e-24,1.5379515790325367e-25,8.15221e-09,2.0324161295422033e-09,1.15664e-18,1.9148659453699364e-19,0.0,0.0,0.0,0.0
0.9072189331054688,1.20472e-05,1.204718909503015e-05,1.42641e-13,1.426409999998362e-13,1.268,1.268000003810736,4.22384e-14,4.218847493575595e-14,-3.08508e-11,-4.1699975100362215e-12,-1.3901e-24,1.5629310577741396e-25,8.15221e-09,1.9323641204766995e-09,1.1584e-18,1.796464778340372e-19,0.0,0.0,0.0,0.0
0.9444289207458496,1.20472e-05,1.2047188951532685e-05,1.42641e-13,1.4264099999984208e-13,1.268,1.2680000038785078,4.22384e-14,4.218847493575595e-14,-3.09633e-11,-3.856423337170436e-12,-1.39477e-24,1.5811406637882738e-25,8.15221e-09,1.8213330068911969e-09,1.16016e-18,1.666812884804412e-19,0.0,0.0,0.0,0.0
0.9851589202880859,1.20472e-05,1.2047188807389372e-05,7.63454e-05,1.4264099999984855e-13,1.268,1.268000003948025,-7.72346e-08,4.218847493575595e-14,1.46291e-10,-3.538996185957078e-12,0.00623466,1.588713946912976e-25,8.15221e-09,1.7067817211623318e-09,-6.26758e-06,1.535138321853491e-19,0.0,0.0189674,0.0,0.0
1.025399923324585,1.20473e-05,1.2047226117970597e-05,0.000538217,0.0004847751208540841,1.268,1.2680000040124397,-5.34828e-07,4.218847493575595e-14,4.76338e-09,9.271782114982472e-10,0.0222967,0.012046795162430391,8.15217e-09,1.6007238305475077e-09,-2.1896e-05,1.415321735583604e-19,0.0,0.0378048,0.0,0.0
